Chr	Start	End	Strand	Length	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
evm.TU.utg4501.4	utg4501;utg4501	24499;25304	24980;25583	-;-	762	6	10	2	6	1	6	6	7	6	2	36	6	2	2	4	8	1	13	9	22	65	9	4	3	17	7	2	10
evm.TU.utg4501.5	utg4501	25900	26979	+	1080	204	222	561	261	270	64	177	296	159	117	67	240	138	71	91	301	193	737	160	720	44	195	26	60	393	265	175	213
evm.TU.utg4501.6	utg4501	40397	41080	-	684	2	9	16	0	4	1	4	3	2	0	0	7	0	0	0	9	7	6	0	10	0	5	2	0	6	4	4	0
evm.TU.utg4501.7	utg4501;utg4501;utg4501	47568;49081;49648	47744;49353;49740	-;-;-	543	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4501.8	utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501	71948;74712;75041;75407;75899;76572;77053;77369;77858;78595;79689;80173;80402;81311;82096;82254;82485;82665;82956;83276;83512;84123;84437	72073;74774;75091;75490;75961;76676;77097;77407;78142;78704;79832;80230;80491;81399;82150;82316;82523;82697;83036;83341;83565;84192;84694	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2071	589	532	772	920	833	163	473	645	573	453	453	1281	361	470	428	1346	665	1135	533	1121	332	390	401	332	1048	998	502	775
evm.TU.utg4501.9	utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501	84773;85849;86037;86685;87671;88320;88967;89477;90141;90536;91189;91786	84785;85856;86136;86777;87801;88400;89037;89555;90206;90625;91297;91871	+;+;+;+;+;+;+;+;+;+;+;+	927	92	65	135	97	79	35	81	93	101	80	122	184	73	61	81	200	88	263	108	217	56	68	50	65	156	129	87	78
evm.TU.utg4501.10	utg4501;utg4501;utg4501;utg4501;utg4501	93392;94331;95216;95896;97581	93473;94482;95260;96005;98745	+;+;+;+;+	1554	4	0	4	6	0	0	2	2	0	0	2	0	0	2	3	10	1	2	0	0	2	0	0	0	4	5	2	0
evm.TU.utg4501.11	utg4501	101850	102089	+	240	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4501.12	utg4501;utg4501;utg4501;utg4501;utg4501;utg4501	106948;110465;110696;111201;111543;112731	107029;110613;110773;111245;111652;113796	+;+;+;+;+;+	1530	43	8	28	56	24	17	12	41	17	19	14	69	50	42	33	31	26	31	52	43	12	42	54	11	43	74	20	51
evm.TU.utg4501.13	utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501	115010;116255;117043;117769;118317;119055;119360;120912;122871;123519;123762;124153;126950	115371;116338;117423;117968;118447;119078;119419;120989;123208;123674;123840;124415;126998	-;-;-;-;-;-;-;-;-;-;-;-;-	2205	2	0	0	4	0	15	1	0	0	0	0	0	0	0	0	0	0	731	2	0	0	24	0	0	4	0	2	4
evm.TU.utg4501.14	utg4501	130962	132314	+	1353	0	2	0	0	0	0	1	6	0	0	0	0	0	0	1	0	3	6	0	6	0	2	0	0	0	0	0	0
evm.TU.utg4501.15	utg4501	137501	137926	+	426	0	0	0	1	2	0	16	1	3	1	6	2	1	0	1	9	1	3	0	2	1	0	0	0	4	2	0	0
evm.TU.utg4501.16	utg4501;utg4501	138746;140216	139240;140323	-;-	603	709	283	611	1072	1469	713	729	553	290	436	224	855	267	334	439	1822	470	1770	661	1176	118	1847	279	939	1149	1102	471	400
evm.TU.utg4501.17	utg4501;utg4501;utg4501;utg4501;utg4501	141487;142640;143526;144362;145383	141780;142876;143750;144586;145427	-;-;-;-;-	1026	46	26	85	133	74	24	71	58	47	38	78	97	54	57	45	108	54	82	135	88	22	59	26	37	94	122	11	45
evm.TU.utg4501.18	utg4501;utg4501;utg4501;utg4501;utg4501;utg4501	146117;147855;149322;149888;150405;151732	146532;148039;149354;149948;150518;151882	-;-;-;-;-;-	960	2374	1770	3966	4326	4224	846	2457	1343	1344	1148	903	2990	1018	1044	2272	3167	2481	6497	3211	3595	504	1941	2768	3116	4150	3395	2611	2593
evm.TU.utg4501.19	utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501;utg4501	152308;152308;154246;154250;154721;154721;155270;155270;156435;156435	152555;152551;154306;154306;154753;154753;155454;155454;156615;156615	+;+;+;+;+;+;+;+;+;+	708	3522	4661	7244	7670	5434	1646	4343	4087	3458	3907	3067	12478	2537	2629	2958	12355	3655	12682	8044	6490	1813	4079	2756	3209	8121	7971	4903	3936
evm.TU.utg4501.20	utg4501;utg4501;utg4501;utg4501;utg4501;utg4501	158699;159844;160314;160808;161754;162471	158842;160181;160481;160886;162016;162684	-;-;-;-;-;-	1206	12	6	18	16	18	10	21	17	7	4	2	25	4	0	14	12	10	139	29	12	0	9	20	2	10	9	9	12
evm.TU.utg4502.1	utg4502;utg4502;utg4502;utg4502	3355;3709;6608;7419	3448;3827;6661;7562	+;+;+;+	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4502.2	utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502	8223;8411;9122;11870;13008;13211;13696;14755;15031;15898;17260;17441;17609;17923;18106;18352	8318;8493;9197;11954;13128;13254;13736;14787;15087;15962;17339;17520;17680;18008;18181;18408	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1152	1	0	0	1	1	2	0	0	2	0	0	2	2	2	2	6	0	0	0	0	5	0	0	0	0	0	0	3
evm.TU.utg4502.3	utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502	20338;21668;22318;22795;23194;23637;24190;25110;26469	21381;21831;22383;22918;23313;23740;24451;25355;26814	-;-;-;-;-;-;-;-;-	2476	134	168	183	274	236	103	146	212	128	98	211	281	85	58	100	338	150	503	196	383	99	268	78	217	299	316	139	133
evm.TU.utg4502.4	utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502	27266;28975;29789;30401;30619;31523;31983;34383;34916;36192;36945	27372;29122;29962;30456;30880;31710;34070;34516;35082;36394;37284	+;+;+;+;+;+;+;+;+;+;+	3867	56	66	86	37	83	33	43	99	47	40	90	64	22	41	59	72	76	217	42	149	50	55	16	68	97	80	38	69
tRNAscan-SE.tRNA.utg4502.Pseudo(CTC).1	utg4502	30925	30999	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4502.5.6	utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502	40268;41913;42588;43251;43955;44440;44669;45009;45801;46091;46711;47542;47834;48785;49565;49806	41328;41991;42681;43335;43995;44527;44750;45069;45906;46189;46776;47666;47975;48856;49734;49915	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2481	250	337	569	449	447	258	262	461	319	328	685	414	239	250	207	420	467	882	466	789	409	232	124	490	505	528	252	359
evm.TU.utg4502.7	utg4502;utg4502;utg4502;utg4502;utg4502;utg4502	50784;52740;55058;55387;57588;58142	51900;52788;55132;55428;57695;58372	-;-;-;-;-;-	1622	596	441	824	799	961	619	580	778	618	574	1232	634	383	412	556	804	795	2154	764	1446	656	530	270	1087	1078	1061	513	571
evm.TU.utg4502.8	utg4502;utg4502	64829;65227	65126;65864	+;+	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4502.9	utg4502	66601	66837	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4502.10	utg4502	66892	67653	+	762	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4502.11	utg4502;utg4502;utg4502;utg4502	71555;75871;78243;79277	72853;76047;78393;79597	+;+;+;+	1948	307	361	546	281	649	85	238	342	160	254	267	156	167	224	300	109	252	741	340	802	134	291	238	330	540	456	210	226
evm.TU.utg4502.12	utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502	82714;82910;83345;84345;87314;87545;87671;88370;88841;89039	82813;82995;83416;84415;87358;87588;87791;88450;88897;89156	-;-;-;-;-;-;-;-;-;-	795	2	2	0	2	2	3	5	1	0	0	0	0	2	0	1	0	0	1	0	0	2	0	0	2	0	0	0	5
evm.TU.utg4502.13	utg4502	93683	95389	-	1707	2	8	2	6	16	2	8	0	0	2	4	0	0	3	1	0	10	2	4	1	9	4	20	0	5	7	4	9
evm.TU.utg4502.14	utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502	98761;98761;100916;100916;101224;101224;102243;102243;102944	100336;100336;101068;101068;101388;101388;102405;102832;103227	-;-;-;-;-;-;-;-;-	2768	441	382	626	1152	1227	649	1052	403	585	555	315	64	297	1052	605	76	1843	409	525	541	307	452	5520	536	1139	684	371	628
evm.TU.utg4502.15	utg4502;utg4502;utg4502;utg4502;utg4502;utg4502;utg4502	107085;109295;114287;114808;115646;116835;130883	107174;109942;114574;114960;115810;116991;131106	-;-;-;-;-;-;-	1725	2440	2144	2977	2109	3426	1236	2344	1941	1811	1277	3176	1295	1046	1081	1569	915	1663	2478	1749	3197	2525	1956	2019	1589	4211	2598	1308	2027
tRNAscan-SE.tRNA.utg4502.Ser(AGA).1	utg4502	127873	127944	-	72	0	0	0	1	1	3	0	4	0	0	4	4	0	0	0	1	2	0	0	2	6	0	1	2	0	0	0	1
evm.TU.utg4502.16	utg4502	133609	134121	-	513	1	2	0	3	1	2	0	1	1	1	2	0	0	1	5	0	0	0	0	1	2	0	0	1	1	1	0	1
evm.TU.utg4567.1	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	8938;11667;11895;12042;12152;12152;13314;13314;13314;15287;15287;15287;18504;18504;18504;18772;18772;18772	11500;11960;11960;12337;12337;12337;13403;13403;13403;15390;15390;15390;18656;18656;18656;18921;18921;18921	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3650	2612	2850	4474	4324	4282	523	2462	3203	2480	2676	1426	5688	1915	2839	3329	5082	3760	6037	4484	5801	813	2328	2847	1088	4983	4770	1986	2970
evm.TU.utg4567.2	utg4567;utg4567	22278;24963	24611;27899	+;+	5271	1295	1340	1334	1064	1548	315	693	982	656	1201	796	1516	563	842	1262	2175	913	1323	1548	2154	480	1011	1039	743	2098	1832	827	1025
evm.TU.utg4567.3	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	29013;29013;29013;29920;29920;29920;30847;30847;30847;31904;31904;31904;33094;33094;33094;34164;34164;34304;34885;34885;34885;35559;35559;35559;37189;37189;37189;37829;37829;37829;38630;38630;38693;40143;40143;40143;41092;41092;41092;41404;41404;41404;42279;42279;42279	29338;29338;29338;30062;30062;30062;31042;31042;31042;32042;32042;32042;33207;33207;33207;34243;34243;34383;35053;35053;35053;35651;35651;35651;37282;37282;37282;38002;38002;38002;38889;38889;38889;40266;40266;40266;41206;41206;41206;41537;41537;41537;42583;42583;42583	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2546	4388	5723	9713	7731	6967	1551	4676	5163	3435	4239	2697	8696	3285	7941	4435	6433	4977	4382	5562	5352	3458	4244	15833	1782	6572	8397	3427	5672
evm.TU.utg4567.4	utg4567	45875	46114	-	240	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg4567.Pseudo(GCT).1	utg4567	52653	52724	+	72	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4567.5	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	53833;56623;57092;58947;59459;61435;61908;63781;67536;69745;70805;72823;74177;74706	54076;56730;57390;58986;60388;61684;62063;63797;68062;70124;72123;73393;74313;75625	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5898	29	32	23	149	31	11	118	34	22	32	15	8	9	255	37	22	18	1196	27	216	27	47	28	15	28	132	55	46
evm.TU.utg4567.6	utg4567;utg4567;utg4567;utg4567	78043;78822;79856;81008	78736;79025;79981;81402	+;+;+;+	1419	2	8	9	2	6	0	0	8	0	2	0	0	0	0	4	0	7	5	2	10	0	3	2	0	5	2	8	6
evm.TU.utg4567.7	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	82352;82619;85618;86040;86404;88113;89021;89712;91003;92128;92505;93107;93753;94477;95425	82398;82794;85959;86280;86639;88616;89308;89952;91181;92208;92547;93195;93971;94723;95842	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3351	28	25	151	58	30	14	20	18	0	34	9	6	0	4	64	46	28	493	25	155	14	79	80	11	83	22	32	27
evm.TU.utg4567.8	utg4567	99458	99841	+	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4567.9	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	100028;100775;102679;103754;104171;106410;106895	100224;101194;102691;103835;104524;106644;107216	+;+;+;+;+;+;+	1623	64	43	422	135	69	9	43	52	32	46	15	53	2	20	137	96	35	283	56	326	26	144	342	28	258	42	116	136
evm.TU.utg4567.10	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	109235;110283;110685;110959;111712;112742;113191;113403;113992;114591;114941;115489;116086;116355;117272;117534;118732;118899	109325;110398;110729;111014;111746;112824;113241;113462;114095;114675;115035;115606;116158;116479;117461;117634;118763;118938	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1500	259	232	482	496	356	196	260	327	262	298	202	643	252	223	264	586	328	589	561	473	140	169	156	176	510	427	146	262
evm.TU.utg4567.11	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	119379;120513;121120;121499;121802;122606;123066;123458;124027	119503;120690;121197;121522;121872;122657;123200;123513;124270	+;+;+;+;+;+;+;+;+	963	425	432	971	783	435	195	445	527	466	555	602	1470	355	413	478	1310	574	1122	1063	1069	340	426	242	495	797	680	262	346
evm.TU.utg4567.12	utg4567	125733	126419	-	687	86	73	204	114	130	30	70	145	85	114	135	293	32	67	139	271	92	238	139	299	68	98	84	122	170	109	45	94
evm.TU.utg4567.13	utg4567;utg4567;utg4567;utg4567	126480;126764;127101;127617	126544;126891;127121;127787	+;+;+;+	385	1410	1399	2534	2961	2228	913	1495	1629	1246	1802	1174	4121	927	1167	1712	4971	1804	4358	3069	3344	658	1351	1303	1231	3239	3030	1594	1612
evm.TU.utg4567.14	utg4567;utg4567;utg4567;utg4567	130413;130926;133302;137308	130455;131047;133581;137705	+;+;+;+	843	2	3	2	3	5	0	0	0	1	6	4	18	0	0	2	5	1	6	1	1	13	1	6	8	9	2	1	2
evm.TU.utg4567.15	utg4567	141516	141776	+	261	0	2	7	12	8	0	8	6	2	4	4	9	2	1	4	0	0	13	2	16	2	4	12	1	15	6	6	11
evm.TU.utg4567.16	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	153018;153540;154093;154765;155182;155608;156619;156877;157338;157735;158198;158700;159325;159798;160257;160574;161654;162040;162747;163256;164252;164769;164929	153260;153656;154708;155112;155279;155655;156752;156925;157529;157821;158283;158861;159439;159967;160341;160630;161740;162110;162906;163369;164397;164829;165027	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3345	169	246	289	287	294	153	171	163	145	90	100	324	53	162	125	261	195	260	97	207	77	173	199	167	328	303	183	249
evm.TU.utg4567.17	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	165277;168005;168324;168573;168832;169370	166260;168202;168392;168683;168935;169535	+;+;+;+;+;+	1632	132	111	201	191	268	108	136	108	141	93	109	163	72	102	124	242	177	276	103	156	57	95	148	87	248	228	143	131
evm.TU.utg4567.18	utg4567	170559	170942	+	384	25	24	62	25	60	11	38	43	30	41	18	30	14	31	30	16	28	143	51	67	9	27	35	11	62	40	46	25
evm.TU.utg4567.19	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	180261;185336;186718;188164;189485;190128;190982;191579;191977;192763;198619;200765;201490	180632;185411;186884;188212;189558;190208;191062;191648;192098;192832;198700;200945;201625	+;+;+;+;+;+;+;+;+;+;+;+;+	1561	323	355	623	592	469	61	371	477	393	393	279	394	215	332	319	434	389	1069	556	872	124	281	259	73	714	637	294	328
evm.TU.utg4567.20	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	203747;204878;205821;206461;206666;206998;207646;208098;209216;209391;210390;210743;217564	204235;205055;205976;206557;206816;207124;207769;208142;209315;209516;210593;211086;217843	-;-;-;-;-;-;-;-;-;-;-;-;-	2421	2558	1497	3022	3599	2573	67	1953	2459	2531	1695	2481	1480	1291	1818	2002	1801	1750	3323	2010	4832	1241	1814	1903	45	4471	4995	3023	2846
utg4567.evm.utg2716.12.path3	utg4567;utg4567	217400;217564	217461;217753	-;-	252	20	21	16	29	33	0	11	24	29	11	0	4	9	10	17	2	27	52	23	38	0	7	10	0	35	22	20	19
evm.TU.utg4567.21	utg4567	218864	219085	-	222	5	0	0	8	4	5	2	0	2	3	4	4	0	0	1	4	2	7	0	1	1	0	4	3	3	2	0	1
evm.TU.utg4567.22	utg4567	219368	219694	-	327	6	5	4	3	10	46	1	2	8	1	2	43	0	4	5	37	2	6	0	9	4	7	11	22	4	9	2	8
evm.TU.utg4567.23	utg4567	222088	222961	-	874	211	131	506	341	181	59	107	106	152	80	206	235	62	84	140	151	242	187	212	208	70	65	1039	114	193	503	101	211
evm.TU.utg4567.24	utg4567	225173	226265	-	1093	196	282	489	310	227	62	149	158	95	137	128	320	56	61	123	259	169	466	270	365	96	173	328	90	328	550	187	150
evm.TU.utg4567.25	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	232396;234175;235513;238586;238805;239021;240150;241937;242265;244653;244761;246694;248544;248692	232519;234281;235691;238609;238885;239093;240236;242038;242290;244674;244865;246981;248605;248933	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1522	703	558	938	710	1055	254	440	629	471	359	595	1020	239	318	490	1050	599	1154	591	1382	399	778	472	607	1058	707	430	578
evm.TU.utg4567.26	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	250125;250317;250485;250707;250827;251203;251364;251537;251740;251915;252296;253877;254041;254253;254401;254965;255345	250188;250399;250568;250750;250906;251282;251467;251649;251816;251971;252379;253959;254087;254302;254459;255037;255398	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1236	1053	1449	1920	1657	1267	651	858	1026	911	969	1148	1720	675	1013	1038	1314	1185	1825	1439	1784	748	788	953	947	1654	1508	741	945
evm.TU.utg4567.27	utg4567;utg4567;utg4567	255741;256650;256902	255943;256725;257084	-;-;-	462	76	38	145	90	115	32	65	107	56	72	71	117	59	48	66	136	81	256	113	240	38	74	78	67	146	110	55	92
evm.TU.utg4567.28	utg4567;utg4567	257281;258905	258730;259344	+;+	1890	165	143	187	166	214	29	61	169	112	91	178	142	67	130	171	158	129	320	202	368	94	132	92	86	230	241	84	125
evm.TU.utg4567.29	utg4567;utg4567;utg4567	260385;260840;261713	260401;260979;261771	-;-;-	216	1590	1553	2402	3677	2092	1630	1694	1455	1399	1643	1720	4197	961	1046	1299	4523	1574	5492	3825	3235	1190	1346	982	1684	3141	3445	1543	1511
evm.TU.utg4567.30	utg4567;utg4567;utg4567;utg4567	262007;262118;262259;262665	262045;262189;262326;262873	+;+;+;+	388	182	197	240	256	243	81	144	175	188	201	238	467	87	142	187	462	209	567	291	378	123	142	133	154	296	265	133	158
tRNAscan-SE.tRNA.utg4567.Pseudo(ATA).2	utg4567	264866	264928	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg4567.Ser(AGA).1	utg4567	265076	265147	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
evm.TU.utg4567.31	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	265474;266748;267243;267465;268075;268337;268680	266105;266927;267317;267533;268183;268603;268729	-;-;-;-;-;-;-	1382	769	941	1525	1126	1528	325	708	1250	1158	957	1068	3308	680	738	1160	3092	1204	2760	1250	2551	624	833	521	597	1678	1414	683	927
evm.TU.utg4567.32	utg4567;utg4567;utg4567;utg4567;utg4567	269027;269275;269838;270534;272114	269134;269346;269939;270662;272287	+;+;+;+;+	585	171	278	419	334	250	90	170	210	270	294	191	486	171	264	255	529	243	584	584	531	126	167	141	167	389	388	172	184
evm.TU.utg4567.33	utg4567	273361	274116	+	756	154	122	143	91	239	29	88	103	61	72	91	242	42	93	101	211	104	216	166	257	44	149	200	91	169	221	64	82
evm.TU.utg4567.34	utg4567	280900	281238	-	339	123	132	217	413	90	81	139	114	97	122	68	302	82	137	148	204	85	304	330	190	106	178	303	94	236	167	126	165
evm.TU.utg4567.35	utg4567;utg4567;utg4567;utg4567;utg4567;utg4567	282492;284021;286175;287094;287752;288081	283089;284162;286384;287270;287866;288746	+;+;+;+;+;+	1908	156	225	288	226	220	84	126	173	107	102	135	410	106	140	135	329	159	291	256	370	55	194	161	109	323	285	178	210
evm.TU.utg4567.36	utg4567;utg4567	288820;290390	289205;290393	+;+	390	61	52	81	94	94	31	50	64	40	41	43	138	34	42	64	124	69	128	131	100	21	37	35	47	112	110	44	59
evm.TU.utg4576.1	utg4576	884	1228	+	345	2	7	13	10	6	2	4	8	2	8	0	20	2	21	4	15	7	8	2	6	6	6	2	2	7	20	0	4
evm.TU.utg4576.2	utg4576;utg4576	1935;2403	2070;2605	+;+	339	0	11	12	10	7	10	10	4	5	0	1	15	4	12	0	20	9	3	5	13	0	5	4	4	6	3	5	7
evm.TU.utg4576.3	utg4576;utg4576	2871;5101	4283;5361	+;+	1674	22	66	73	51	98	69	22	130	42	24	23	68	57	58	30	98	57	108	22	95	10	38	37	25	53	86	28	51
evm.TU.utg4576.4	utg4576	11496	13055	+	1560	73	36	97	85	38	29	17	17	19	42	22	167	20	55	41	70	41	80	54	108	13	48	52	17	97	78	34	55
evm.TU.utg4576.5	utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576	15179;16323;16740;17606;18690;19088;19834;22366	15625;16477;16986;17889;18768;19296;21088;22544	-;-;-;-;-;-;-;-	2855	396	455	641	495	575	159	259	381	227	253	281	960	242	365	389	915	354	794	533	584	144	363	286	389	625	532	217	401
evm.TU.utg4576.6	utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576	23801;24402;24922;25597;26405;26833;27317	24089;24461;25081;25871;26608;27012;27572	+;+;+;+;+;+;+	1424	221	338	567	648	419	248	386	287	248	207	167	692	243	504	243	610	344	947	576	491	97	265	189	466	597	768	144	214
evm.TU.utg4576.7	utg4576;utg4576;utg4576;utg4576;utg4576	28027;28796;29072;29264;29406	28208;28876;29131;29295;29491	-;-;-;-;-	441	99	114	141	128	142	38	49	81	83	103	113	276	48	59	95	275	105	259	93	229	36	69	32	113	176	141	83	72
evm.TU.utg4576.8	utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576	29843;30512;31780;33230;33877;34177;34701;35267;37390;37600;38022;38361;38873;39706;40190;40490;40786;41174;42094;42452;43128;44425;45065;45485;46116;46865	29954;30650;31844;33343;34051;34258;34788;35362;37519;37720;38082;38437;38926;39814;40297;40578;40837;41266;42188;42532;43280;44525;45146;45563;46328;47046	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2751	131	222	242	157	200	73	105	146	87	105	86	341	97	99	108	317	142	357	169	284	46	97	99	157	259	224	90	114
evm.TU.utg4576.9	utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576	49896;50490;50837;52413;52553;52800;55148;60674;60886	49940;50680;51628;52464;52657;52837;55247;60762;60994	-;-;-;-;-;-;-;-;-	1521	220	124	397	213	266	41	104	132	84	37	50	148	35	61	80	138	113	165	100	285	22	164	168	95	460	136	203	204
evm.TU.utg4576.10	utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576	64703;65760;66261;66509;67183;68170;68563;69128;69773;70826;71506;72562;73415;74621	65251;65946;66414;66558;67359;68280;68804;69313;69995;71041;71748;72708;73511;74927	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2889	1253	1024	2159	1787	1743	276	896	1782	1382	1126	1276	1783	809	856	1813	1987	1481	1904	1522	2325	965	1435	1212	378	1565	1972	1040	1419
tRNAscan-SE.tRNA.utg4576.Cys(ACA).1	utg4576	72352	72426	+	75	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
evm.TU.utg4576.11	utg4576;utg4576	75996;78964	76049;79582	+;+	673	72	47	67	45	81	71	20	61	51	34	78	105	25	46	113	136	74	86	51	120	34	44	79	82	31	73	58	59
evm.TU.utg4576.12	utg4576;utg4576;utg4576;utg4576;utg4576;utg4576;utg4576	80882;80956;82672;83342;83930;84188;85453	80888;81030;82747;83378;84013;84230;86039	+;+;+;+;+;+;+	909	18	28	95	30	56	41	37	36	30	12	34	95	17	19	18	80	29	74	62	80	17	39	15	31	56	62	18	23
